Serial Number,Number Series,Pre,Post,Device Type ,Device Model,Product Number,Product description,Start Date,Lease Maturity Date,Location
2TK229ZGBL,,,,Serialized Accessories,TB Dock,3TR87AA,HP TB Dock G2 w/ Combo Cable,9/1/2022,8/31/2025,Burlington
2TK229Z91N,,,,Serialized Accessories,TB Dock,3TR87AA,HP TB Dock G2 w/ Combo Cable,9/1/2022,8/31/2025,Malta
2TK229ZFGD,,,,Serialized Accessories,TB Dock,3TR87AA,HP TB Dock G2 w/ Combo Cable,9/1/2022,8/31/2025,Malta
2TK229ZC3V,,,,Serialized Accessories,TB Dock,3TR87AA,HP TB Dock G2 w/ Combo Cable,9/1/2022,8/31/2025,Santa Clara
2TK229ZFJH,,,,Serialized Accessories,TB Dock,3TR87AA,HP TB Dock G2 w/ Combo Cable,9/1/2022,8/31/2025,Santa Clara
2TK226Z00L,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK226Z0V0,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
3CM13717DN,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Santa Clara
3CM20202WL,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Malta
3CM20202P5,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Malta
3CM137194P,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Malta
3CM137194B,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Malta
3CM137194G,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Malta
3CM13717C0,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Malta
3CM13717BT,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Malta
3CM2013LBM,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Santa Clara
3CM13719PK,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Burlington
5CD221HMKT,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMGW,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMH6,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMK3,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMG7,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJZ,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMGS,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMGB,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMLM,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJH,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMK0,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMKC,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMKD,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMKJ,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMKK,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMKN,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMKX,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HML1,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HML3,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMG8,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMHW,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJC,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMGC,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMFT,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMKS,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMKP,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJ1,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMGY,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJN,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJM,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJ9,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJ8,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJ3,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMHV,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMHC,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMJX,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMHP,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMHG,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMH7,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMGR,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMGM,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMG5,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD221HMHH,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD2098SX4,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Hopewell Junction
5CD2098SKR,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Hopewell Junction
5CD2098SV9,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Hopewell Junction
5CD2098T36,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Hopewell Junction
5CD2098SV4,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Hopewell Junction
5CD203KH5J,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CD203KH1G,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CD203KGZ3,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CD203KGSC,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CD203KGSQ,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CD203KGV8,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CD203KGQ4,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CD1507HYT,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CD1507HWB,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CD1507J2P,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD1507J1R,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CD1341B56,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CD1341BCR,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CD1341B63,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CD1341B96,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CD1341B2M,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CD1341BCV,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CD1341B8S,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CD1341B40,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CD1341BGK,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CD1341BHB,,,,Main Device,Probook,46T39UC,HP PB445G8 R5-5600U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
2TK227ZKN5,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Burlington
2TK227ZQ7C,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Burlington
2TK227ZPRG,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Burlington
2TK225X27K,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Burlington
2TK225X494,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK227ZCK2,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225ZYZ5,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X4PP,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X1DK,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X4TW,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X1L3,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X5QF,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225ZXGQ,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X1K5,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225ZYL1,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X2J5,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK227ZB3X,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X1G3,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X5BC,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X7VQ,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X5Z7,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK225X7M1,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
3CM2013FTK,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Santa Clara
3CM1371764,,,,Serialized Accessories,Monitor,1A7E5AA,MNTR HP P24 G4 FHD,9/1/2022,8/31/2025,Santa Clara
2TK225X606,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK226Z25K,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK226Z044,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK226Z4HW,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK226ZDZ0,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK204ZDGR,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK204ZCSV,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK132X5YQ,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK132X55G,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK132ZYL7,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK132ZZ7H,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK132ZZFQ,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK132ZWZR,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK132ZX2J,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK132ZZ7K,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK132ZVKB,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK132ZZ74,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Malta
2TK132X680,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK132X6GK,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK132ZWH8,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK132ZXFT,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
2TK132ZZDP,,,,Serialized Accessories,USB-C Dock,5TW10AA,HP USB-C Dock G5 US,9/1/2022,8/31/2025,Santa Clara
CND22849D0,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Burlington
CND1441T27,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441T1S,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SYY,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441T2C,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441T26,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441T0Y,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SZ8,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SZ1,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SYQ,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SYM,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441T25,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SZ6,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SYJ,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SYF,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441T1D,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SXB,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441SW9,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Santa Clara
CND1441SYD,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Santa Clara
CND1441T2X,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Santa Clara
CND1441T3C,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Santa Clara
CND1441T34,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441T2S,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND1441T2M,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
CND2120MS5,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Burlington
CND2102GNL,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Burlington
CND2120MQ7,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Burlington
CND2120MQY,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Burlington
CND2120MSQ,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Burlington
CND2120MQB,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Burlington
CND2120M4W,,,,Main Device,ZBook Fury,52W08UC,HP ZB15G8 i7-11850H 15 32GB/512 PC,9/1/2022,8/31/2025,Burlington
CND13909ZT,,,,Main Device,ZBook Fury,46S08UC,HP ZB15G7 i7-10850H 15 32GB/512 PC,9/1/2022,8/31/2025,Hopewell Junction
CND1390B08,,,,Main Device,ZBook Fury,46S08UC,HP ZB15G7 i7-10850H 15 32GB/512 PC,9/1/2022,8/31/2025,Hopewell Junction
CND1385R1C,,,,Main Device,ZBook Fury,46S08UC,HP ZB15G7 i7-10850H 15 32GB/512 PC,9/1/2022,8/31/2025,Malta
5CG2090LDL,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CG2020L28,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CG1356SNM,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CG1356SZD,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Burlington
5CG1356SGB,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CG1356T07,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CG1356T6M,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Malta
5CG1356V0T,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CG1356T20,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CG1346RQD,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
5CG1346BGF,,,,Main Device,EliteBook,4A169UC,HP EB845G8 R5-5650U 14 16GB/256 PC,9/1/2022,8/31/2025,Santa Clara
MXL1314CXS,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1314CZG,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1314CZD,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1314CZC,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1284D86,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1284D8B,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1284D85,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1284D97,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1343G3Z,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1314CZH,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL1343G4L,,,,Main Device,EliteDesk,470B4UC,HP EliteDesk 805G6 DM 4650G 16GB/256GBPC,9/1/2022,8/31/2025,Malta
MXL2082Q9V,,,,Main Device,Z2 Tower,470D6UC,HP Z2 G5 TWR i7-10700 32GB/512 PC,9/1/2022,8/31/2025,Malta
2TK229X0D5,,,,Serialized Accessories,TB Dock,3TR87AA,HP TB Dock G2 w/ Combo Cable,9/1/2022,8/31/2025,Malta
2TK229X0C0,,,,Serialized Accessories,TB Dock,3TR87AA,HP TB Dock G2 w/ Combo Cable,9/1/2022,8/31/2025,Malta
2TK229ZFGS,,,,Serialized Accessories,TB Dock,3TR87AA,HP TB Dock G2 w/ Combo Cable,9/1/2022,8/31/2025,Malta
